can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,winner,votes
H2MN07014,"PETERSON, COLLIN CLARK",H,MN,7,DEM,INCUMBENT,26192 FLOYD LAKE POINT ROAD,,DETROIT LAKES,MN,56501,"$145,138.68 ","$44,259.31 ","$189,397.99 ",$14.01 ,"$936,396.70 ",,"$1,125,808.70 ",,,,,"$1,763.81 ",,,$96.54 ,"$1,127,669.05 ","$444,129.98 ",,,,,,,$100.00 ,,,$100.00 ,"$179,798.68 ","$624,028.66 ","$50,681.82 ","$554,322.21 ","$1,125,708.70 ","$442,366.17 ",,,01-01-15,10/19/2016,Y,173571
H8CA01109,"THOMPSON, MIKE MR.",H,CA,5,DEM,INCUMBENT,POST OFFICE BOX 10541,,NAPA,CA,94581,"$574,132.40 ","$86,464.62 ","$660,597.02 ",$61.97 ,"$1,186,131.06 ",,"$1,846,790.05 ",,,,,"$3,752.12 ",,,"$15,324.20 ","$1,865,866.37 ","$1,219,377.05 ",,,,,,,"$3,380.00 ",,$671.00 ,"$4,051.00 ","$475,342.95 ","$1,698,771.00 ","$1,476,181.68 ","$1,643,277.05 ","$1,842,739.05 ","$1,215,624.93 ","$16,130.07 ",,01-01-15,10/19/2016,Y,172910
H0VA02118,"TAYLOR, SCOTT",H,VA,2,REP,OPEN,4001 VIRGINIA BEACH BLVD #117-731,,VIRGINIA BEACH,VA,23452,"$366,909.00 ","$61,342.32 ","$428,251.32 ","$5,000.00 ","$233,349.95 ",,"$666,601.27 ",,"$38,132.00 ",,"$38,132.00 ",,,,,"$704,733.27 ","$447,122.97 ",,,,"$20,000.00 ",,"$20,000.00 ","$1,000.00 ",,,"$1,000.00 ","$14,299.94 ","$482,422.91 ",,"$222,310.36 ","$665,601.27 ","$447,122.97 ","$34,085.98 ",,01-01-16,10/19/2016,Y,172586
H2MD02160,"RUPPERSBERGER, C.A. DUTCH",H,MD,2,DEM,INCUMBENT,PO BOX 231,,TIMONIUM,MD,21094,"$416,902.00 ","$22,937.19 ","$439,839.19 ",,"$557,900.00 ",,"$997,739.19 ",,,,,$593.42 ,,,"$1,996.03 ","$1,000,328.64 ","$717,979.04 ",,,,,,,"$1,000.00 ",,,"$1,000.00 ","$154,663.00 ","$873,642.04 ","$1,082,895.55 ","$1,209,582.15 ","$996,739.19 ","$717,385.62 ",,,01-01-15,10/19/2016,Y,172324
H2NY03089,"KING, PETER T. HON.",H,NY,2,REP,INCUMBENT,1442 ROTH ROAD,,SEAFORD,NY,117831826,"$413,694.00 ","$77,268.00 ","$490,962.00 ",,"$454,500.00 ",,"$945,462.00 ",,,,,$70.05 ,,,"$13,153.83 ","$958,685.88 ","$597,013.63 ",,,,,,,"$3,000.00 ",,,"$3,000.00 ","$285,850.00 ","$885,863.63 ","$2,911,844.81 ","$2,984,666.37 ","$942,462.00 ","$596,943.58 ",,,01-01-15,10/19/2016,Y,171915
H4CA45097,"WALTERS, MIMI",H,CA,45,REP,INCUMBENT,C/O 8001 IRVINE CENTER DRIVE #400,,IRVINE,CA,92618,"$333,355.62 ","$44,374.05 ","$377,729.67 ",,"$966,100.00 ",,"$1,343,829.67 ","$517,578.05 ",,,,"$11,033.84 ",,,$500.00 ,"$1,872,941.56 ","$1,411,981.38 ",,,,,,,$500.00 ,,"$3,000.00 ","$3,500.00 ","$68,250.00 ","$1,483,731.38 ","$106,408.92 ","$495,619.10 ","$1,340,329.67 ","$1,400,947.54 ",,,01-01-15,10/19/2016,Y,171736
H4CA16049,"LOFGREN, ZOE",H,CA,19,DEM,INCUMBENT,"C/O CONTRIBUTION SOLUTIONS, LLC","123 E. SAN CARLOS ST., #531",SAN JOSE,CA,95112,"$837,561.00 ","$21,602.33 ","$859,163.33 ",,"$459,925.00 ",,"$1,319,088.33 ",,,,,"$5,886.07 ",,,"$10,345.96 ","$1,335,320.36 ","$577,650.11 ",,,,,,,"$2,808.33 ",,"$1,000.00 ","$3,808.33 ","$362,607.61 ","$944,066.05 ","$1,051,303.33 ","$1,442,557.64 ","$1,315,280.00 ","$571,764.04 ","$6,075.34 ",,01-01-15,10/19/2016,Y,171688
H0KS03137,"YODER, KEVIN",H,KS,3,REP,INCUMBENT,5817 W 100TH TER,,OVERLAND PARK,KS,662073029,"$1,194,652.23 ","$19,298.37 ","$1,213,950.60 ",,"$1,355,672.07 ",,"$2,569,622.67 ","$31,312.43 ",,,,"$28,943.10 ",,,,"$2,629,878.20 ","$2,617,696.05 ",,,,,,,"$2,800.00 ",,,"$2,800.00 ",,"$2,620,496.05 ","$1,260,773.36 ","$1,270,155.51 ","$2,566,822.67 ","$2,588,752.95 ",,"$22,000.00 ",01-01-15,10/19/2016,Y,171647
H0GA08099,"SCOTT, JAMES AUSTIN",H,GA,8,REP,INCUMBENT,621 MCLENDON ST,,ASHBURN,GA,31714,"$296,491.25 ","$13,645.10 ","$310,136.35 ",$250.00 ,"$637,942.26 ",,"$948,328.61 ",,,,,"$3,175.70 ",,,,"$951,504.31 ","$715,867.11 ",,,"$5,000.00 ",,,,,,,,"$237,550.00 ","$958,417.11 ","$462,598.92 ","$455,686.12 ","$948,328.61 ","$712,691.41 ",,,01-01-15,10/19/2016,Y,171592
H0AZ01259,"GOSAR, PAUL ANTHONY",H,AZ,4,REP,INCUMBENT,PO BOX 2967,,PRESCOTT,AZ,86302,"$337,920.04 ","$78,375.50 ","$416,295.54 ",,"$261,887.45 ",,"$678,182.99 ",,,,,$292.50 ,,,$9.73 ,"$678,485.22 ","$664,357.24 ",,,,,,,"$2,500.00 ",,"$2,500.00 ","$5,000.00 ","$14,000.00 ","$683,357.24 ","$112,812.09 ","$107,940.07 ","$673,182.99 ","$664,064.74 ",,,01-01-15,10/19/2016,Y,171501
H2HI02508,"GABBARD, TULSI",H,HI,2,DEM,INCUMBENT,PO BOX 75561,,KAPOLEI,HI,96707,"$910,524.55 ","$685,435.13 ","$1,595,959.68 ",,"$448,573.81 ",,"$2,044,533.49 ","$34,605.95 ",,,,"$12,606.56 ",,,"$1,503.50 ","$2,093,249.50 ","$938,665.72 ",,,"$4,000.00 ",,,,"$14,993.92 ",,"$5,000.00 ","$19,993.92 ","$138,400.00 ","$1,101,059.64 ","$1,080,800.02 ","$2,072,989.88 ","$2,024,539.57 ","$926,059.16 ",,,01-01-15,10/19/2016,Y,170829
H2SC07066,"RICE, TOM",H,SC,7,REP,INCUMBENT,PO BOX 70098,,MYRTLE BEACH,SC,29572,"$403,350.00 ","$16,545.07 ","$419,895.07 ",,"$641,250.00 ",,"$1,061,145.07 ",,,,,"$1,251.17 ",,,,"$1,062,396.24 ","$532,357.99 ",,,,"$24,000.00 ",,"$24,000.00 ","$5,400.00 ",,,"$5,400.00 ","$305,278.00 ","$867,035.99 ","$378,235.92 ","$573,596.17 ","$1,055,745.07 ","$531,106.82 ",,,01-01-15,10/19/2016,Y,170826
H2IL17071,"BUSTOS, CHERI",H,IL,17,DEM,INCUMBENT,PO BOX 77,,EAST MOLINE,IL,612440077,"$1,312,542.57 ","$633,281.50 ","$1,945,824.07 ","$8,782.23 ","$1,304,558.74 ",,"$3,259,165.04 ","$6,937.41 ",,,,"$62,785.01 ",,,$1.00 ,"$3,328,888.46 ","$1,322,527.58 ",,,,,,,"$11,623.70 ",,"$5,000.00 ","$16,623.70 ","$326,504.00 ","$1,665,655.28 ","$135,107.63 ","$1,798,340.81 ","$3,242,541.34 ","$1,259,742.57 ",,,01-01-15,10/19/2016,Y,170746
H2TN05131,"COOPER, JAMES H S",H,TN,5,DEM,INCUMBENT,PO BOX 198497,,NASHVILLE,TN,37219,"$272,760.00 ","$10,088.82 ","$282,848.82 ",,"$308,050.00 ",,"$590,898.82 ",,,,,"$4,488.12 ",,,"$2,650.05 ","$598,036.99 ","$372,331.12 ",,,,,,,"$3,150.00 ",,$50.00 ,"$3,200.00 ","$179,510.46 ","$555,041.58 ","$855,540.57 ","$898,535.98 ","$587,698.82 ","$367,843.00 ",,,01-01-15,10/19/2016,Y,170729
H4WA05077,"MCMORRIS RODGERS, CATHY",H,WA,5,REP,INCUMBENT,32 EAST 25TH,,SPOKANE,WA,99203,"$863,552.00 ","$252,924.00 ","$1,116,476.00 ",,"$1,365,706.00 ",,"$2,482,182.00 ","$510,467.00 ",,,,"$4,924.00 ",,,$303.00 ,"$2,997,876.00 ","$2,857,286.00 ",,,,,,,"$15,380.00 ",,"$5,000.00 ","$20,380.00 ","$118,105.00 ","$2,995,771.00 ","$182,754.00 ","$184,859.00 ","$2,461,802.00 ","$2,852,362.00 ","$15,741.00 ",,01-01-15,10/19/2016,Y,170711
H4NY24073,"KATKO, JOHN M",H,NY,24,REP,INCUMBENT,5407 ANVIL DRIVE,,CAMILLUS,NY,130318646,"$956,185.83 ","$116,025.95 ","$1,072,211.78 ","$2,000.00 ","$1,327,535.88 ",,"$2,401,747.66 ","$144,286.51 ",,,,$964.79 ,,,"$1,978.73 ","$2,548,977.69 ","$1,772,493.77 ",,,,"$20,000.00 ",,"$20,000.00 ","$25,725.00 ",,"$1,000.00 ","$26,725.00 ","$3,535.00 ","$1,822,753.77 ","$13,783.38 ","$740,007.30 ","$2,375,022.66 ","$1,771,528.98 ",,,01-01-15,10/19/2016,Y,170532
H2NY17071,"NADLER, JERROLD L. MR.",H,NY,10,DEM,INCUMBENT,315 WEST 70TH STREET,,NEW YORK,NY,10023,"$1,038,928.00 ","$35,050.68 ","$1,073,978.68 ",,"$505,320.03 ",,"$1,579,298.71 ",,,,,$845.57 ,,,,"$1,580,144.28 ","$973,320.45 ",,,,,,,"$5,000.00 ",,,"$5,000.00 ","$179,194.60 ","$1,157,515.05 ","$321,502.57 ","$744,131.80 ","$1,574,298.71 ","$972,474.88 ",,,01-01-15,10/19/2016,Y,170286
H6TN09068,"COHEN, STEPHEN IRA",H,TN,9,DEM,INCUMBENT,349 KENILWORTH,,MEMPHIS,,38112,"$158,170.00 ","$6,224.95 ","$164,394.95 ","$2,500.00 ","$408,248.12 ",,"$575,143.07 ",,,,,,,,"$1,000.00 ","$576,143.07 ","$231,086.82 ",,,,,,,$500.00 ,,,$500.00 ,"$3,800.00 ","$235,386.82 ","$617,836.95 ","$958,593.20 ","$574,643.07 ","$231,086.82 ",,,01-01-15,10/19/2016,Y,169911
H2TX00015,"JOHNSON, EDDIE BERNICE",H,TX,30,DEM,INCUMBENT,3102 MAPLE AVENUE SUITE 605,,DALLAS,TX,75201,"$71,900.00 ","$4,235.00 ","$76,135.00 ",,"$286,411.22 ",,"$362,546.22 ",,,,,"$1,399.25 ",,,"$2,704.00 ","$366,649.47 ","$275,772.79 ",,,"$45,000.00 ",,,,,,,,"$3,732.34 ","$324,505.13 ","$78,765.92 ","$120,910.26 ","$362,546.22 ","$274,373.54 ",,,01-01-15,10/19/2016,Y,169905
H4IL12060,"BOST, MICHAEL",H,IL,12,REP,INCUMBENT,5 PORTER LANE,,MURPHYSBORO,IL,62966,"$1,061,194.68 ","$130,115.05 ","$1,191,309.73 ","$1,000.00 ","$1,025,436.92 ",,"$2,217,746.65 ","$30,099.54 ",,,,$161.37 ,,,$2.62 ,"$2,248,010.18 ","$1,920,483.67 ",,,,,,,"$5,550.00 ",,,"$5,550.00 ","$187,601.25 ","$2,113,634.92 ","$27,294.05 ","$161,669.31 ","$2,212,196.65 ","$1,920,322.30 ","$29,500.00 ",,01-01-15,10/19/2016,Y,169233
H6NY03031,"SLAUGHTER, LOUISE M",H,NY,25,DEM,INCUMBENT,1150 UNIVERSITY AVENUE BLDG 5,,ROCHESTER,NY,14607,"$466,166.86 ","$182,061.08 ","$648,227.94 ",,"$682,857.36 ",,"$1,331,085.30 ",,,,,$713.91 ,,,,"$1,331,799.21 ","$1,272,333.51 ",,,,,,,"$4,213.59 ",,,"$4,213.59 ","$18,325.00 ","$1,294,872.10 ","$340,343.47 ","$377,270.58 ","$1,326,871.71 ","$1,271,619.60 ",,,01-01-15,10/19/2016,Y,169199
H6MN01174,"WALZ, TIMOTHY J",H,MN,1,DEM,INCUMBENT,P.O. BOX 938,,MANKATO,MN,56002,"$557,003.62 ","$174,407.59 ","$731,411.21 ","$2,067.25 ","$729,620.00 ",,"$1,463,098.46 ",$827.77 ,,,,"$21,390.57 ",,,$100.00 ,"$1,485,416.80 ","$1,223,269.95 ",,,$100.00 ,,,,$100.00 ,,"$1,000.00 ","$1,100.00 ","$22,653.00 ","$1,247,122.95 ","$79,298.63 ","$317,592.48 ","$1,461,998.46 ","$1,201,879.38 ",,,01-01-15,10/19/2016,Y,169076
H4TX02108,"POE, TED",H,TX,2,REP,INCUMBENT,P.O. BOX 14222,,HUMBLE,TX,77347,"$392,805.70 ","$36,748.00 ","$429,553.70 ",,"$360,710.44 ",,"$790,264.14 ",,,,,$182.29 ,,,"$6,248.65 ","$796,695.08 ","$338,649.14 ",,,,,,,,,,,"$213,050.00 ","$551,699.14 ","$1,849,561.53 ","$2,094,557.47 ","$790,264.14 ","$338,466.85 ",,,01-01-15,10/19/2016,Y,168524
H0CA27085,"SCHIFF, ADAM",H,CA,28,DEM,INCUMBENT,"777 S. FIGUEROA ST., STE. 4050",,LOS ANGELES,CA,90017,"$420,198.96 ","$49,950.61 ","$470,149.57 ",,"$418,670.00 ",,"$888,819.57 ",,,,,"$2,971.01 ",,,"$6,290.89 ","$898,081.47 ","$619,052.12 ",,,,,,,$500.00 ,,,$500.00 ,"$277,704.39 ","$897,256.51 ","$2,104,594.56 ","$2,105,419.52 ","$888,319.57 ","$616,081.11 ",,,01-01-15,10/19/2016,Y,168082
H8NM03196,"LUJAN, BEN R MR.",H,NM,3,DEM,INCUMBENT,05 ENTRADA CELEDON Y NESTORA,,SANTA FE,NM,87506,"$571,430.04 ","$73,851.74 ","$645,281.78 ",,"$1,355,504.87 ",,"$2,000,786.65 ",,,,,$609.50 ,,,,"$2,001,396.15 ","$1,082,070.66 ",,,"$560,000.00 ",,,,$150.00 ,,"$1,000.00 ","$1,150.00 ",,"$1,643,220.66 ","$536,686.15 ","$928,564.73 ","$1,999,636.65 ","$1,081,461.16 ",,,01-01-15,10/19/2016,Y,167848
H2NJ02037,"LOBIONDO, FRANK A.",H,NJ,2,REP,INCUMBENT,8 S. SOMERSET AVENUE,,VENTNOR,NJ,8406,"$375,563.21 ","$20,498.18 ","$396,061.39 ",,"$1,059,557.12 ",,"$1,455,618.51 ",,,,,"$1,008.27 ",,,"$13,362.25 ","$1,469,989.03 ","$1,066,634.64 ",,,,,,,"$2,750.00 ",,"$4,000.00 ","$6,750.00 ","$83,100.00 ","$1,156,484.64 ","$393,160.22 ","$706,664.61 ","$1,448,868.51 ","$1,065,626.37 ","$24,114.12 ",,01-01-15,10/19/2016,Y,167816
H6PA16320,"SMUCKER, LLOYD K",H,PA,16,REP,OPEN,548 STEEL WAY,PO BOX 7066,LANCASTER,PA,17604,"$472,326.34 ","$14,137.00 ","$486,463.34 ",,"$395,073.00 ",,"$881,536.34 ","$59,694.07 ","$590,000.00 ",,"$590,000.00 ","$1,113.20 ",,,,"$1,532,343.61 ","$1,200,650.50 ",,,,"$235,791.22 ",,"$235,791.22 ",$600.00 ,,,$600.00 ,$350.00 ,"$1,437,391.72 ",,"$94,951.89 ","$880,936.34 ","$1,199,537.30 ","$551,322.95 ",,12-01-15,10/19/2016,Y,167698
H2MD06195,"DELANEY, JOHN K",H,MD,6,DEM,INCUMBENT,PO BOX 60320,,POTOMAC,MD,20859,"$895,131.00 ","$8,655.80 ","$903,786.80 ",$26.26 ,"$631,600.00 ","$67,500.00 ","$1,602,913.06 ",,"$70,000.00 ",,"$70,000.00 ","$3,067.99 ",,,,"$1,675,981.05 ","$1,343,077.34 ",,,,,,,,,"$2,400.00 ","$2,400.00 ","$105,816.00 ","$1,451,293.34 ","$24,504.22 ","$249,191.93 ","$1,600,513.06 ","$1,340,009.35 ","$983,250.00 ",,01-01-15,10/19/2016,Y,167229
H8CA42061,"ROHRABACHER, DANA",H,CA,48,REP,INCUMBENT,PO BOX 3011,,NEWPORT BEACH,CA,92658,"$691,065.30 ","$15,306.06 ","$706,371.36 ",,"$42,107.00 ",,"$748,478.36 ",,,,,"$1,253.85 ",,,"$37,623.14 ","$787,355.35 ","$533,422.80 ",,,,,,,"$11,850.00 ",,,"$11,850.00 ","$48,994.43 ","$594,267.23 ","$8,960.08 ","$202,048.20 ","$736,628.36 ","$532,168.95 ",,"$19,000.00 ",01-01-15,10/19/2016,Y,165987
H2TX31044,"CARTER, JOHN R. REP.",H,TX,31,REP,INCUMBENT,U.S. HOUSE OF REPRESENTATIVES,409 CANNON HOUSE OFFICE BUILDING,WASHINGTON,DC,205150001,"$396,260.57 ","$13,818.29 ","$410,078.86 ",,"$512,380.10 ",,"$922,458.96 ",,,,,"$3,470.24 ",,,$996.37 ,"$926,925.57 ","$1,050,006.26 ",,,,,,,"$5,000.00 ",,"$1,000.00 ","$6,000.00 ","$69,111.00 ","$1,125,117.26 ","$598,079.44 ","$399,887.75 ","$916,458.96 ","$1,046,536.02 ",,,01-01-15,10/19/2016,Y,165678
H0TN04195,"DESJARLAIS, SCOTT HON.",H,TN,4,REP,INCUMBENT,639 SWEETENS COVE ROAD,,SOUTH PITTSBURG,TN,373806414,"$386,470.00 ","$14,035.00 ","$400,505.00 ",,"$192,168.00 ",,"$592,673.00 ",,,,,,,,$0.43 ,"$592,673.43 ","$502,132.61 ",,,,,,,$200.00 ,,,$200.00 ,,"$502,332.61 ","$24,938.67 ","$115,279.49 ","$592,473.00 ","$502,132.61 ",,,01-01-15,10/19/2016,Y,165594
H2CA02142,"LAMALFA, DOUG",H,CA,1,REP,INCUMBENT,16 LAMALFA LN.,,BIGGS,CA,95917,"$322,060.49 ","$28,229.50 ","$350,289.99 ",,"$383,075.99 ",,"$733,365.98 ",,,,,"$2,802.28 ",,,,"$736,168.26 ","$700,698.49 ",,,,,,,,,,,"$59,720.00 ","$760,418.49 ","$98,168.10 ","$73,817.87 ","$733,365.98 ","$697,896.21 ",,,01-01-15,10/19/2016,Y,164907
H0IN02190,"WALORSKI SWIHART, JACKIE",H,IN,2,REP,INCUMBENT,59555 COUNTY ROAD 3,,ELKHART,IN,46517,"$849,541.89 ","$90,199.40 ","$939,741.29 ",,"$836,804.69 ",,"$1,776,545.98 ","$13,869.99 ",,,,"$2,064.58 ",,,,"$1,792,480.55 ","$1,643,630.35 ",,,,,,,"$4,500.00 ",,,"$4,500.00 ","$70,088.51 ","$1,718,218.86 ","$238,479.41 ","$312,741.10 ","$1,772,045.98 ","$1,641,565.77 ",,,01-01-15,10/19/2016,Y,164276
H4NY21079,"STEFANIK, ELISE M.",H,NY,21,REP,INCUMBENT,PO BOX 500,,GLENS FALLS,NY,12801,"$1,120,057.70 ","$153,037.20 ","$1,273,094.90 ",,"$1,365,194.95 ",,"$2,638,289.85 ","$318,243.65 ",,,,"$7,665.18 ",,,,"$2,964,198.68 ","$2,216,805.14 ",,,"$3,000.00 ",,,,"$11,618.30 ",,,"$11,618.30 ","$1,900.00 ","$2,233,323.44 ","$22,557.71 ","$753,432.95 ","$2,626,671.55 ","$2,209,139.96 ",,,01-01-15,10/19/2016,Y,164212
H0KS04051,"POMPEO, MICHAEL RICHARD",H,KS,4,REP,INCUMBENT,1310 PERTH COURT,,WICHITA,KS,672082728,"$518,980.00 ","$1,407.50 ","$520,387.50 ",,"$878,797.75 ",,"$1,399,185.25 ",,,,,,,,"$3,594.87 ","$1,402,780.12 ","$919,642.67 ",,,"$342,300.00 ",,,,,,"$3,500.00 ","$3,500.00 ",$590.00 ,"$1,266,032.67 ","$1,100,497.64 ","$1,237,245.09 ","$1,395,685.25 ","$919,642.67 ",,,01-01-15,10/19/2016,Y,163403
H4NJ12149,"COLEMAN, BONNIE WATSON",H,NJ,12,DEM,INCUMBENT,918 PENNSYLVANIA AVE SE,,WASHINGTON,DC,20003,"$446,320.76 ","$91,848.62 ","$538,169.38 ",,"$504,525.00 ",,"$1,042,694.38 ",,,,,$110.50 ,,,,"$1,042,804.88 ","$628,876.74 ",,,,,,,"$3,737.11 ",,"$1,250.00 ","$4,987.11 ","$51,508.65 ","$685,372.50 ","$7,644.46 ","$365,076.84 ","$1,037,707.27 ","$628,766.24 ","$7,550.00 ",,01-01-15,10/19/2016,Y,162383
H0WV01072,"MCKINLEY, DAVID B. MR.",H,WV,1,REP,INCUMBENT,23 STAMM LANE,,WHEELING,WV,26003,"$300,785.00 ","$10,932.03 ","$311,717.03 ",$600.00 ,"$738,517.01 ",,"$1,050,834.04 ",,,,,,,,,"$1,050,834.04 ","$618,806.26 ",,,,,,,$400.00 ,,,$400.00 ,"$288,000.00 ","$907,206.26 ","$422,412.64 ","$566,040.42 ","$1,050,434.04 ","$618,806.26 ","$415,000.00 ",,01-01-15,10/19/2016,Y,162339
H6NH01230,"SHEA-PORTER, CAROL",H,NH,1,DEM,CHALLENGER,PO BOX 453,,ROCHESTER,NH,3866,"$604,948.77 ","$297,876.27 ","$902,825.04 ","$5,000.00 ","$401,191.30 ",,"$1,309,016.34 ",,,,,"$10,540.90 ",,,$0.07 ,"$1,319,557.31 ","$1,027,139.40 ",,,,,,,"$12,015.00 ",,,"$12,015.00 ","$8,934.00 ","$1,048,088.40 ","$20,631.63 ","$292,100.54 ","$1,297,001.34 ","$1,016,598.50 ",,,01-01-15,10/19/2016,Y,161828
H2TX14149,"WEBER, RANDY",H,TX,14,REP,INCUMBENT,133 N. FRIENDSWOOD DR,#353,FRIENDSWOOD,TX,77546,"$381,699.77 ","$18,875.47 ","$400,575.24 ","$10,000.00 ","$172,550.00 ",,"$583,125.24 ",,,,,$190.82 ,,,$70.03 ,"$583,386.09 ","$408,174.71 ",,,"$5,720.00 ","$32,500.00 ",,"$32,500.00 ","$4,465.14 ",,,"$4,465.14 ","$41,433.00 ","$492,292.85 ","$209,896.87 ","$367,487.27 ","$578,660.10 ","$407,983.89 ","$144,000.00 ",,01-01-15,10/19/2016,Y,160340
H4OK05132,"RUSSELL, STEVEN DANE",H,OK,5,REP,INCUMBENT,PO BOX 1565,,CHOCTAW,OK,730201565,"$367,341.33 ","$20,592.00 ","$387,933.33 ",,"$373,542.92 ",,"$761,476.25 ",,,,,$324.97 ,,,,"$761,801.22 ","$703,989.68 ",,,,,,,$250.00 ,,,$250.00 ,"$1,000.00 ","$705,239.68 ","$2,115.35 ","$68,209.79 ","$761,226.25 ","$703,664.71 ",,,01-01-15,10/19/2016,Y,160012
H6CA24113,"SHERMAN, BRAD",H,CA,30,DEM,INCUMBENT,"4570 VAN NUYS BLVD., #270",,SHERMAN OAKS,CA,94103,"$761,469.13 ","$7,766.33 ","$769,235.46 ",,"$658,050.00 ",,"$1,427,285.46 ",,,,,"$4,000.00 ",,,"$9,768.32 ","$1,441,053.78 ","$348,111.96 ",,,,"$100,000.00 ",,"$100,000.00 ",$149.00 ,,,$149.00 ,"$22,321.96 ","$470,582.92 ","$237,122.36 ","$1,207,593.22 ","$1,427,136.46 ","$344,111.96 ","$9,874.34 ",,01-01-15,10/19/2016,Y,159974
H4TX06117,"BARTON, JOE LINUS",H,TX,6,REP,INCUMBENT,701 WILLIAMSBURG,,ENNIS,TX,75119,"$436,428.64 ","$16,323.00 ","$452,751.64 ",,"$681,802.98 ",,"$1,134,554.62 ",,,,,$325.00 ,,,"$18,195.65 ","$1,153,075.27 ","$1,215,447.38 ",,,,,,,"$2,300.00 ",,,"$2,300.00 ","$14,262.00 ","$1,232,009.38 ","$418,874.14 ","$339,940.03 ","$1,132,254.62 ","$1,215,122.38 ",,,01-01-15,10/19/2016,Y,159213
H0WA03161,"HECK, DENNIS",H,WA,10,DEM,INCUMBENT,PO BOX 253,,OLYMPIA,WA,98507,"$673,626.31 ","$63,309.92 ","$736,936.23 ",,"$734,750.00 ",,"$1,471,686.23 ",,,,,"$2,806.39 ",,,,"$1,474,492.62 ","$556,922.59 ",,,,,,,$50.00 ,,"$4,500.00 ","$4,550.00 ","$342,910.25 ","$904,382.84 ","$212,560.44 ","$782,670.22 ","$1,467,136.23 ","$554,116.20 ","$325,000.00 ",,01-01-15,10/19/2016,Y,159208
H4AZ06045,"SCHWEIKERT, DAVID",H,AZ,6,REP,INCUMBENT,15819 E SYCAMORE DRIVE,,FOUNTAIN HILLS,AZ,85268,"$160,035.00 ","$15,406.84 ","$175,441.84 ",,"$324,050.00 ",,"$499,491.84 ","$250,158.14 ",,,,,,,,"$749,649.98 ","$285,981.87 ",,,,"$195,000.00 ",,"$195,000.00 ",,,,,"$241,450.00 ","$722,431.87 ","$37,475.50 ","$64,693.61 ","$499,491.84 ","$285,981.87 ","$147,918.62 ",,01-01-15,10/19/2016,Y,158975
H2NY00010,"VELAZQUEZ, NYDIA M",H,NY,7,DEM,INCUMBENT,275 CONOVER STREET #5-I,,BROOKLYN,NY,11231,"$281,775.00 ","$18,858.80 ","$300,633.80 ",,"$419,450.00 ",,"$720,083.80 ",,,,,,,,,"$720,083.80 ","$659,568.83 ",,,,,,,,,,,"$238,455.00 ","$898,023.83 ","$239,719.87 ","$61,779.84 ","$720,083.80 ","$659,568.83 ","$7,736.52 ",,01-01-15,10/19/2016,Y,158972
H8IN07184,"CARSON, ANDRE",H,IN,7,DEM,INCUMBENT,P.O. BOX 1863,,INDIANAPOLIS,IN,46206,"$428,933.67 ","$40,637.69 ","$469,571.36 ","$8,960.64 ","$556,179.23 ",,"$1,034,711.23 ","$35,764.29 ",,,,$200.00 ,,,$568.48 ,"$1,071,244.00 ","$583,039.19 ",,,,,,,"$2,926.31 ",,$750.00 ,"$3,676.31 ","$89,475.00 ","$676,190.50 ","$685,209.70 ","$1,080,263.20 ","$1,031,034.92 ","$582,839.19 ",,,01-01-15,10/19/2016,Y,158606
H6AZ05083,"BIGGS, ANDY",H,AZ,5,REP,OPEN,10612 S GREENFIELD ROAD,,GILBERT,AZ,85234,"$375,607.00 ","$39,230.13 ","$414,837.13 ",,"$189,050.50 ",,"$603,887.63 ",,"$150,000.00 ",,"$150,000.00 ",,,,"$123,733.56 ","$877,621.19 ","$693,446.51 ",,,,,,,,,"$1,000.00 ","$1,000.00 ","$113,342.28 ","$807,788.79 ",,"$69,832.40 ","$602,887.63 ","$693,446.51 ","$318,798.82 ",,2/25/2016,10/19/2016,Y,157980
H0FL18025,"ROS-LEHTINEN, ILEANA THE HON.",H,FL,27,REP,INCUMBENT,PO BOX 522784,,MIAMI,FL,331522784,"$675,147.40 ","$27,125.54 ","$702,272.94 ",,"$450,339.36 ",,"$1,152,612.30 ","$7,900.00 ",,,,"$16,701.34 ",,,"$14,377.48 ","$1,191,591.12 ","$2,944,376.12 ",,,,,,,"$1,400.00 ",,,"$1,400.00 ","$16,935.00 ","$2,962,711.12 ","$1,944,750.85 ","$173,630.85 ","$1,151,212.30 ","$2,927,674.78 ",,,01-01-15,10/19/2016,Y,157763
